
File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\ui\screens\CaptureVideoScreen.java175,124,100,9,30,0,21,65,2,10
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\ui\screens\MediaListScreen.java140,48,40,5,27,0,65,242,4,8
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\ui\screens\NewLabelScreen.java64,31,26,2,11,0,22,85,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\ui\screens\PasswordScreen.java40,28,21,2,10,0,2,3,1,2
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\ui\screens\PhotoViewScreen.java98,43,35,3,22,0,33,108,2,8
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\ui\screens\PlayMediaScreen.java131,94,79,6,24,0,13,42,2,8
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\ui\screens\PlayVideoScreen.java128,89,77,3,23,1,16,66,2,8
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\ui\screens\SelectTypeOfMedia.java62,27,21,1,10,0,25,68,2,16
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\util\Constants.java43,11,10,0,7,0,25,89,4,6
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\util\MediaUtil.java219,121,100,11,33,0,65,366,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\core\util\MusicMediaUtil.java54,38,27,8,9,0,7,29,2,10
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\lib\exceptions\ImageNotFoundException.java22,15,10,1,7,0,0,0,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\lib\exceptions\ImagePathNotValidException.java22,15,10,1,7,0,0,0,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\lib\exceptions\InvalidArrayFormatException.java17,12,8,0,5,0,0,0,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\lib\exceptions\InvalidImageDataException.java23,16,11,1,7,0,0,0,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\lib\exceptions\InvalidImageFormatException.java16,11,7,0,5,0,0,0,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\lib\exceptions\InvalidPhotoAlbumNameException.java12,8,5,0,4,0,0,0,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\lib\exceptions\PersistenceMechanismException.java22,15,10,1,7,0,0,0,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\lib\exceptions\UnavailablePhotoAlbumException.java22,15,10,1,7,0,0,0,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\sms\NetworkScreen.java53,25,21,2,11,0,17,72,0,0
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\sms\SmsMessaging.java224,125,100,13,42,3,57,248,6,22
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\sms\SmsReceiverController.java75,46,40,5,15,0,14,117,1,2
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\sms\SmsReceiverThread.java99,65,58,1,17,7,17,97,1,2
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\sms\SmsSenderController.java106,57,52,5,17,0,32,160,5,8
C:\Users\ckaestne\Documents\uni\workspaces\cide2runtime\MobileMedia08_OO\src\lancs\mobilemedia\sms\SmsSenderThread.java67,35,27,2,12,1,20,77,0,0
